קופה,תקופה,קוד,נכס,כמות
392,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",36589.96
392,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",51733.4
392,01/2022,105,"פח""ק/פר""י",117812.2
392,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",260943.24
392,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",212759.43
392,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",18960.14
392,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,78484.76
392,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,14342.83
392,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",4166.58
392,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,15899.25
392,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,34720.77
392,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",2367.76
392,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,1868.72
392,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,2026.8
392,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,10074.16
392,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,3065.23
392,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",9924.23
392,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,1865.33
392,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,4515.74
392,01/2022,6221,"מניות השייכות למדד ת""א 25/35",159309.01
392,01/2022,6231,"מניות השייכות למדד ת""א 75/90",63266.88
392,01/2022,6241,מניות היתר,38985.23
392,01/2022,6251,מניות זרות הנסחרות בארץ,4359.47
392,01/2022,108,מניות לא סחירות,2794.7
392,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",28896.36
392,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",206646.61
392,01/2022,123,מניות לא סחירות בתאגיד חוץ,749.45
392,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,3955.05
392,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",30934.58
392,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,355061.65
392,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",5114.65
392,01/2022,94,תעודת השתתפות בקרן נאמנות,6048.41
392,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",48047.72
392,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,34586.16
392,01/2022,9211,תעודת השתתפות בקרנות נאמנות - אחר,614.37
392,01/2022,553,קרנות הון סיכון,7950.13
392,01/2022,7191,קרנות גידור,20843.67
392,01/2022,552,קרנות השקעה אחרות,45990.09
392,01/2022,7201,"קרנות גידור בחו""ל",21719.95
392,01/2022,5305,"קרנות נדל""ן בחו""ל",32594.67
392,01/2022,5004,"קרנות השקעה אחרות בחו""ל",89266.14
392,01/2022,313,Warrants אופציות מסוג,232.72
392,01/2022,7221,"בחו""ל Warrants כתבי אופציה לא סחירים מסוג",237.01
392,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-13758.03
392,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-5864.34
392,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,478.56
392,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-681.84
392,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),1477.01
392,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-1166.26
392,01/2022,9251,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מטבע,2371.33
392,01/2022,95,הלוואות לעמיתים,74761.9
392,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,12065.37
392,01/2022,8881,או לא מדורגות שעומדות כנגדן בטוחה מספקת (-BBB) -הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,8013.6
392,01/2022,7491,הלוואות לא מובטחות,13147.33
392,01/2022,554,חייבים שונים,180.38
392,01/2022,555,זכאים (ירשם במינוס,-433.52
392,01/2022,5050,זכאים מס הכנסה,-76.95
