קופה,תקופה,קוד,נכס,כמות
260,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",9201.63
260,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",6823.11
260,01/2022,105,"פח""ק/פר""י",13148.47
260,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",36870.52
260,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",39428.29
260,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",5780.47
260,01/2022,304,"מק""מ",2268.54
260,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",311.01
260,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",1697.8
260,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,31935.97
260,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,12172.85
260,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1322.49
260,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,3682.97
260,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,4811.48
260,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1863.78
260,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,181.56
260,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,1865.88
260,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",94.06
260,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,3620.49
260,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,116.69
260,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",2297.3
260,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",1169.25
260,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,827.94
260,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",290.36
260,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",549.85
260,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",4326.47
260,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",10771.12
260,01/2022,6221,"מניות השייכות למדד ת""א 25/35",46690.66
260,01/2022,6231,"מניות השייכות למדד ת""א 75/90",23858.78
260,01/2022,6241,מניות היתר,4451.19
260,01/2022,108,מניות לא סחירות,3266.26
260,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",4849.6
260,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",53800.44
260,01/2022,123,מניות לא סחירות בתאגיד חוץ,2749.61
260,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,7538.62
260,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",10025.83
260,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,34707.37
260,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",2309.54
260,01/2022,94,תעודת השתתפות בקרן נאמנות,88.47
260,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",10227.51
260,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,17233.62
260,01/2022,553,קרנות הון סיכון,1363.27
260,01/2022,5302,"קרנות נדל""ן",619.72
260,01/2022,552,קרנות השקעה אחרות,1950.27
260,01/2022,5005,"קרנות הון סיכון בחו""ל",6696.51
260,01/2022,7201,"קרנות גידור בחו""ל",1797.52
260,01/2022,5305,"קרנות נדל""ן בחו""ל",15534.75
260,01/2022,5004,"קרנות השקעה אחרות בחו""ל",31369.91
260,01/2022,313,Warrants אופציות מסוג,56.87
260,01/2022,7211,Warrants כתבי אופציה לא סחירים מסוג,224.46
260,01/2022,5279,אופציה מסוג Warrant,1.62
260,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-440.75
260,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",150.98
260,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-465.97
260,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,80.26
260,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),39.66
260,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-47.53
260,01/2022,8861,"ומעלה בחו""ל -AA בדירוג (Tranch) שכבת חוב",1593.07
260,01/2022,8864,"ומעלה בחו""ל +A ועד -BBB בדירוג (Tranch) שכבת חוב",488.95
260,01/2022,8867,"ומעלה בחו""ל +BB בדירוג (Tranch) שכבת חוב",1033.71
260,01/2022,95,הלוואות לעמיתים,5530.6
260,01/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",2860.79
260,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,13747.91
260,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,8608.86
260,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,13870.86
260,01/2022,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",3110.71
260,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,3562.77
260,01/2022,7407,ומעלה לתקופה של מעל שנה -AA פיקדונות לא צמודים בדירוג,135.55
260,01/2022,5202,זכויות במקרקעין מניבים,402.99
260,01/2022,554,חייבים שונים,39.68
260,01/2022,555,זכאים (ירשם במינוס,-331.93
260,01/2022,5050,זכאים מס הכנסה,-41.23
