קופה,תקופה,קוד,נכס,כמות
118,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",37594.06
118,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",17102.45
118,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",24181.72
118,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",15541.75
118,01/2022,304,"מק""מ",19999.72
118,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",1460.25
118,01/2022,7076,-BBB: +A תעודות חוב מסחריות לא סחירות לא צמודות ,154.63
118,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,19980.05
118,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,16571.95
118,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",202.19
118,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,4610.71
118,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,6559.62
118,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",85.82
118,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,239.35
118,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,741.75
118,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,425.18
118,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,165.9
118,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",593.49
118,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",1005.0
118,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,600.74
118,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,361.22
118,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",676.03
118,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",1121.82
118,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",6195.5
118,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",1848.98
118,01/2022,6221,"מניות השייכות למדד ת""א 25/35",36223.53
118,01/2022,6231,"מניות השייכות למדד ת""א 75/90",20655.46
118,01/2022,6241,מניות היתר,8135.31
118,01/2022,108,מניות לא סחירות,380.3
118,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",803.91
118,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",2513.63
118,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,13185.09
118,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",407.61
118,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",1251.7
118,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,32459.7
118,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",4643.39
118,01/2022,313,Warrants אופציות מסוג,49.28
118,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-17.14
118,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-1855.53
118,01/2022,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,17.66
118,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,233.86
118,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",4884.42
118,01/2022,554,חייבים שונים,11.19
118,01/2022,555,זכאים (ירשם במינוס,-72.55
118,01/2022,5050,זכאים מס הכנסה,0.0
