קופה,תקופה,קוד,נכס,כמות
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",112.74
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",33.37
120,01/2022,105,"פח""ק/פר""י",293.1
120,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",522.75
120,01/2022,303,"פיקדון חשכ""ל",65227.94
120,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,4628.03
120,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,1360.32
120,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",215.01
120,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,488.01
120,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,789.03
120,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",84.69
120,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,77.74
120,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,165.04
120,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",142.65
120,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,227.07
120,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,9.4
120,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",32.48
120,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",80.97
120,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",40.2
120,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,154.15
120,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,10.05
120,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",154.29
120,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",123.02
120,01/2022,6241,מניות היתר,26.6
120,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-3.45
120,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,666.13
120,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,322.39
120,01/2022,554,חייבים שונים,2207.72
120,01/2022,555,זכאים (ירשם במינוס,-61.62
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",6183.93
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",3691.51
120,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",5125.95
120,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",8504.3
120,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,5685.55
120,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,7889.29
120,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,150.29
120,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,52.35
120,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,6790.33
120,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",4224.53
120,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-148.48
120,01/2022,554,חייבים שונים,59.85
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",2754.07
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",153.6
120,01/2022,105,"פח""ק/פר""י",1981.85
120,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",4111.5
120,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",1306.62
120,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,841.31
120,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",1230.25
120,01/2022,554,חייבים שונים,0.53
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",3707.77
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",4.69
120,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",1966.14
120,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",8826.3
120,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,255.91
120,01/2022,94,תעודת השתתפות בקרן נאמנות,2340.62
120,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,210.81
120,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-26.89
120,01/2022,555,זכאים (ירשם במינוס,-43.49
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",46287.19
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",26.96
120,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",21625.86
120,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",30530.04
120,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,4767.97
120,01/2022,94,תעודת השתתפות בקרן נאמנות,21101.9
120,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,2607.33
120,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-332.53
120,01/2022,555,זכאים (ירשם במינוס,-149.11
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",36908.08
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",37.51
120,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",18982.44
120,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",208238.34
120,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,2047.26
120,01/2022,94,תעודת השתתפות בקרן נאמנות,46400.01
120,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,1997.1
120,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-254.7
120,01/2022,555,זכאים (ירשם במינוס,-66.59
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",90315.51
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",60625.43
120,01/2022,105,"פח""ק/פר""י",79668.75
120,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",331773.74
120,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",573301.01
120,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",140035.1
120,01/2022,304,"מק""מ",307621.26
120,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",20344.01
120,01/2022,7231,"לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",475.6
120,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",307.52
120,01/2022,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",-341.29
120,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-13869.79
120,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,3788.86
120,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-10510.78
120,01/2022,554,חייבים שונים,5617.36
120,01/2022,555,זכאים (ירשם במינוס,2133.86
120,01/2022,5050,זכאים מס הכנסה,-127.86
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",2372.85
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",918.47
120,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",3883.06
120,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",6609.18
120,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,14745.24
120,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",20096.75
120,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,24078.34
120,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",8449.06
120,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",226.15
120,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",16.34
120,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",-383.4
120,01/2022,554,חייבים שונים,15.16
120,01/2022,555,זכאים (ירשם במינוס,-0.27
120,01/2022,5050,זכאים מס הכנסה,-6.15
120,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",197.16
120,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",9359.18
120,01/2022,105,"פח""ק/פר""י",6670.68
120,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",0.98
120,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",39505.48
120,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",55689.04
120,01/2022,304,"מק""מ",5504.72
120,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,65538.74
120,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,10233.61
120,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1254.87
120,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,6724.85
120,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,7954.5
120,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1971.58
120,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,1248.63
120,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,599.08
120,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",23.95
120,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,1260.68
120,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,2190.99
120,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",200.3
120,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",275.76
120,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,32.14
120,01/2022,7141,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",685.29
120,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",770.96
120,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",204.25
