קופה,תקופה,קוד,נכס,כמות
294,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",9846.95
294,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",16263.66
294,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",37447.26
294,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",30905.6
294,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,17551.66
294,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,5543.59
294,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,3502.62
294,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,2950.11
294,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",348.15
294,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,556.73
294,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,487.63
294,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,305.31
294,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,86.21
294,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",355.28
294,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",292.73
294,01/2022,6221,"מניות השייכות למדד ת""א 25/35",32035.9
294,01/2022,6231,"מניות השייכות למדד ת""א 75/90",17596.19
294,01/2022,6241,מניות היתר,6346.76
294,01/2022,6251,מניות זרות הנסחרות בארץ,2199.73
294,01/2022,108,מניות לא סחירות,66.23
294,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",19530.91
294,01/2022,123,מניות לא סחירות בתאגיד חוץ,151.02
294,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,7413.6
294,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",8867.1
294,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",14190.41
294,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,46605.55
294,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",5576.68
294,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,1957.51
294,01/2022,553,קרנות הון סיכון,6057.29
294,01/2022,552,קרנות השקעה אחרות,952.7
294,01/2022,7201,"קרנות גידור בחו""ל",2958.28
294,01/2022,5305,"קרנות נדל""ן בחו""ל",5972.66
294,01/2022,5004,"קרנות השקעה אחרות בחו""ל",5841.6
294,01/2022,313,Warrants אופציות מסוג,208.37
294,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-168.8
294,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,2151.6
294,01/2022,9251,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מטבע,335.14
294,01/2022,9254,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מדד,581.24
294,01/2022,95,הלוואות לעמיתים,7622.35
294,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,389.29
294,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,223.84
294,01/2022,554,חייבים שונים,214.0
294,01/2022,555,זכאים (ירשם במינוס,-175.86
294,01/2022,5050,זכאים מס הכנסה,1.77
