קופה,תקופה,קוד,נכס,כמות
382,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",93530.46
382,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",2009.9
382,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",210012.42
382,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",230047.28
382,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,149248.18
382,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,91480.55
382,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1357.85
382,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,42548.86
382,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,21226.21
382,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",16901.16
382,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",2338.58
382,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,5975.23
382,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,6584.56
382,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",4099.61
382,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,1581.52
382,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",4268.82
382,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",4732.35
382,01/2022,7186,"או לא מדורגות -BBB - אגרות חוב לא סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",1.28
382,01/2022,6221,"מניות השייכות למדד ת""א 25/35",239451.98
382,01/2022,6231,"מניות השייכות למדד ת""א 75/90",82070.26
382,01/2022,6241,מניות היתר,6334.26
382,01/2022,108,מניות לא סחירות,2163.69
382,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",31754.99
382,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",193213.44
382,01/2022,123,מניות לא סחירות בתאגיד חוץ,0.3
382,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,57896.37
382,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",152731.72
382,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",44886.9
382,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,446772.89
382,01/2022,94,תעודת השתתפות בקרן נאמנות,7981.3
382,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",44791.42
382,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,10376.96
382,01/2022,7191,קרנות גידור,32438.02
382,01/2022,5302,"קרנות נדל""ן",5715.0
382,01/2022,552,קרנות השקעה אחרות,106052.08
382,01/2022,7201,"קרנות גידור בחו""ל",20260.16
382,01/2022,5305,"קרנות נדל""ן בחו""ל",20627.02
382,01/2022,5004,"קרנות השקעה אחרות בחו""ל",128827.5
382,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-2344.63
382,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,14439.8
382,01/2022,95,הלוואות לעמיתים,88670.59
382,01/2022,554,חייבים שונים,111.48
382,01/2022,555,זכאים (ירשם במינוס,-833.16
382,01/2022,5050,זכאים מס הכנסה,-68.92
