קופה,תקופה,קוד,נכס,כמות
384,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",2240.77
384,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",3393.85
384,01/2022,105,"פח""ק/פר""י",5097.33
384,01/2022,7001,"פק""מ לתקופה של עד שלושה חודשים",3289.61
384,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",496.11
384,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",30579.21
384,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",26286.05
384,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",3899.37
384,01/2022,304,"מק""מ",0.01
384,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",91.34
384,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",401.81
384,01/2022,7033,ומעלה AA- תעודות חוב מסחריות לא צמודות בדירוג ,0.05
384,01/2022,7067,ומעלה AA- תעודות חוב מסחריות לא סחירות לא צמודות בדירוג,0.2
384,01/2022,7076,-BBB: +A תעודות חוב מסחריות לא סחירות לא צמודות ,0.1
384,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,18164.4
384,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,3977.62
384,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",126.52
384,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,3557.53
384,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,4501.0
384,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",885.04
384,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,1008.49
384,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,1278.55
384,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",501.19
384,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,1626.07
384,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,134.65
384,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",72.16
384,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",518.88
384,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",482.86
384,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,60.77
384,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,314.72
384,01/2022,7141,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",196.13
384,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",87.78
384,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",396.07
384,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",245.58
384,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",3689.3
384,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",6618.05
384,01/2022,7180,"-BBB: +BBB אגרות חוב לא סחירות שהנפיקו חברות זרות בחו""ל בדירוג",232.98
384,01/2022,6221,"מניות השייכות למדד ת""א 25/35",4435.57
384,01/2022,6231,"מניות השייכות למדד ת""א 75/90",2275.65
384,01/2022,6241,מניות היתר,2209.0
384,01/2022,6251,מניות זרות הנסחרות בארץ,143.15
384,01/2022,108,מניות לא סחירות,1.57
384,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",943.14
384,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",4192.35
384,01/2022,123,מניות לא סחירות בתאגיד חוץ,51.6
384,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,26.45
384,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",57.23
384,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,2514.84
384,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",328.84
384,01/2022,8681,"השקעה בתעודות סל אחרות בחו""ל",245.99
384,01/2022,94,תעודת השתתפות בקרן נאמנות,598.82
384,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",1160.79
384,01/2022,9204,"תעודת השתתפות בקרנות נאמנות - אג""ח ממשלתי",2662.58
384,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,1122.04
384,01/2022,9211,תעודת השתתפות בקרנות נאמנות - אחר,138.27
384,01/2022,7191,קרנות גידור,104.38
384,01/2022,5302,"קרנות נדל""ן",473.23
384,01/2022,552,קרנות השקעה אחרות,257.27
384,01/2022,7201,"קרנות גידור בחו""ל",59.86
384,01/2022,5305,"קרנות נדל""ן בחו""ל",1.03
384,01/2022,5004,"קרנות השקעה אחרות בחו""ל",3228.46
384,01/2022,313,Warrants אופציות מסוג,33.85
384,01/2022,7211,Warrants כתבי אופציה לא סחירים מסוג,25.77
384,01/2022,5279,אופציה מסוג Warrant,8.46
384,01/2022,7231,"לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",6.24
384,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",107.67
384,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",242.13
384,01/2022,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",-261.83
384,01/2022,7243,"לא סחירים FORWARD, SWAP חוזים עתידיים אחרים",-53.89
384,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-101.75
384,01/2022,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-31.82
384,01/2022,7254,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח",81.73
384,01/2022,7260,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים אחרים",-0.39
384,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,111.2
384,01/2022,8684,"לא סחירות (long) אופציות מט""ח/מט""ח",6.66
384,01/2022,8687,"לא סחירות (short) אופציות מט""ח/מט""ח",-7.52
384,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),44.68
384,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-106.19
384,01/2022,7296,"בחו""ל סחירות short אופציות על מדדים/נכסים אחרים",-0.07
384,01/2022,7301,"בחו""ל לא סחירות long אופציות על מדדים כולל מניות",0.35
384,01/2022,9227,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס ריבית,1.1
384,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,937.78
384,01/2022,8704,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס אשראי,141.91
384,01/2022,9367,"ומטה בחו""ל +BB בדירוג (Tranch) שכבת חוב",370.12
384,01/2022,8791,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס אשראי",0.01
384,01/2022,8807,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס אחר",0.07
384,01/2022,8817,"מוצרים מובנים בחו""ל עם קרן לא מובטחת ונכס בסיס מניות",533.67
384,01/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",525.38
