קופה,תקופה,קוד,נכס,כמות
328,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",24.82
328,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",2756.17
328,01/2022,105,"פח""ק/פר""י",1753.11
328,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",753.18
328,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",2523.08
328,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",2194.34
328,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",5190.92
328,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,7345.3
328,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,1028.63
328,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",242.83
328,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,577.16
328,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,1347.34
328,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",223.48
328,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,395.75
328,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,260.26
328,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",132.23
328,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,395.11
328,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,211.22
328,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",109.74
328,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",391.87
328,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",233.75
328,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,117.47
328,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",113.36
328,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",11.09
328,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",96.32
328,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",307.94
328,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",1243.1
328,01/2022,6221,"מניות השייכות למדד ת""א 25/35",6224.89
328,01/2022,6231,"מניות השייכות למדד ת""א 75/90",2754.44
328,01/2022,6241,מניות היתר,795.69
328,01/2022,6251,מניות זרות הנסחרות בארץ,47.92
328,01/2022,108,מניות לא סחירות,2.56
328,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",1005.91
328,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",5038.34
328,01/2022,123,מניות לא סחירות בתאגיד חוץ,10.06
328,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",42.71
328,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",164.85
328,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,3381.12
328,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",81.99
328,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",988.99
328,01/2022,9204,"תעודת השתתפות בקרנות נאמנות - אג""ח ממשלתי",339.03
328,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,1116.23
328,01/2022,7191,קרנות גידור,203.07
328,01/2022,552,קרנות השקעה אחרות,2060.89
328,01/2022,7201,"קרנות גידור בחו""ל",117.42
328,01/2022,313,Warrants אופציות מסוג,6.21
328,01/2022,7221,"בחו""ל Warrants כתבי אופציה לא סחירים מסוג",0.04
328,01/2022,7231,"לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-24.04
328,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",54.32
328,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",-0.84
