קופה,תקופה,קוד,נכס,כמות
282,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",18801.0
282,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",2232.49
282,01/2022,7001,"פק""מ לתקופה של עד שלושה חודשים",5583.2
282,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",28510.71
282,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",55699.96
282,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",2832.45
282,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,39815.41
282,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,26906.34
282,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",185.16
282,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,9654.24
282,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,8667.72
282,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",2669.22
282,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",400.9
282,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,2060.18
282,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,2123.66
282,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",1574.78
282,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",959.33
282,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,155.4
282,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,812.64
282,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",665.57
282,01/2022,6221,"מניות השייכות למדד ת""א 25/35",54357.05
282,01/2022,6231,"מניות השייכות למדד ת""א 75/90",19262.3
282,01/2022,6241,מניות היתר,1317.09
282,01/2022,108,מניות לא סחירות,212.02
282,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",1492.19
282,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",31259.59
282,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,12371.08
282,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",14702.43
282,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",10431.8
282,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,89534.42
282,01/2022,94,תעודת השתתפות בקרן נאמנות,566.22
282,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",6103.0
282,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,13384.07
282,01/2022,7191,קרנות גידור,8943.88
282,01/2022,5302,"קרנות נדל""ן",928.58
282,01/2022,552,קרנות השקעה אחרות,6886.38
282,01/2022,7201,"קרנות גידור בחו""ל",9405.15
282,01/2022,5305,"קרנות נדל""ן בחו""ל",10625.33
282,01/2022,5004,"קרנות השקעה אחרות בחו""ל",31751.29
282,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-459.2
282,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-462.08
282,01/2022,9274,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס מדד",3315.42
282,01/2022,95,הלוואות לעמיתים,669.37
282,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,132.95
282,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,163.96
282,01/2022,554,חייבים שונים,496.06
282,01/2022,555,זכאים (ירשם במינוס,-181.65
282,01/2022,5050,זכאים מס הכנסה,-26.83
