קופה,תקופה,קוד,נכס,כמות
292,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",14041.37
292,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",14285.05
292,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",37104.23
292,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",41701.46
292,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,27961.76
292,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,13885.68
292,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,4725.57
292,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,7666.74
292,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1355.33
292,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,0.0
292,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,826.76
292,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,919.59
292,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,612.22
292,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",115.01
292,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",135.16
292,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,158.95
292,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",463.61
292,01/2022,6221,"מניות השייכות למדד ת""א 25/35",41016.19
292,01/2022,6231,"מניות השייכות למדד ת""א 75/90",27615.18
292,01/2022,6241,מניות היתר,4301.96
292,01/2022,6251,מניות זרות הנסחרות בארץ,2633.9
292,01/2022,108,מניות לא סחירות,119.19
292,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",2169.25
292,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",32064.33
292,01/2022,123,מניות לא סחירות בתאגיד חוץ,208.52
292,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,9960.28
292,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",10521.63
292,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",5925.52
292,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,60417.68
292,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",6086.02
292,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,668.96
292,01/2022,553,קרנות הון סיכון,2225.11
292,01/2022,7191,קרנות גידור,2244.53
292,01/2022,5302,"קרנות נדל""ן",533.59
292,01/2022,552,קרנות השקעה אחרות,705.55
292,01/2022,7201,"קרנות גידור בחו""ל",4626.89
292,01/2022,5305,"קרנות נדל""ן בחו""ל",7175.9
292,01/2022,5004,"קרנות השקעה אחרות בחו""ל",5768.84
292,01/2022,313,Warrants אופציות מסוג,282.55
292,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",-2122.73
292,01/2022,9251,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מטבע,490.85
292,01/2022,9254,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מדד,849.58
292,01/2022,95,הלוואות לעמיתים,4579.36
292,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,885.86
292,01/2022,554,חייבים שונים,253.91
292,01/2022,555,זכאים (ירשם במינוס,-272.03
292,01/2022,5050,זכאים מס הכנסה,-44.09
