קופה,תקופה,קוד,נכס,כמות
408,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",-3796.49
408,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",16996.02
408,01/2022,105,"פח""ק/פר""י",125841.3
408,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",505285.33
408,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",396153.4
408,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",10808.11
408,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,125265.98
408,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,93322.24
408,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,37992.32
408,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,31645.54
408,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,6303.89
408,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,5505.52
408,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",372.6
408,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,1320.93
408,01/2022,6221,"מניות השייכות למדד ת""א 25/35",194275.96
408,01/2022,6231,"מניות השייכות למדד ת""א 75/90",53031.7
408,01/2022,6241,מניות היתר,56232.16
408,01/2022,6251,מניות זרות הנסחרות בארץ,7040.0
408,01/2022,108,מניות לא סחירות,619.38
408,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",44277.27
408,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",197898.54
408,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,308446.42
408,01/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",77830.69
408,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",172389.46
408,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,804655.51
408,01/2022,8681,"השקעה בתעודות סל אחרות בחו""ל",7252.11
408,01/2022,94,תעודת השתתפות בקרן נאמנות,5548.58
408,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",39283.4
408,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,31081.14
408,01/2022,7191,קרנות גידור,29017.67
408,01/2022,5302,"קרנות נדל""ן",3856.92
408,01/2022,552,קרנות השקעה אחרות,10197.9
408,01/2022,5005,"קרנות הון סיכון בחו""ל",220.47
408,01/2022,7201,"קרנות גידור בחו""ל",19727.68
408,01/2022,5305,"קרנות נדל""ן בחו""ל",31036.15
408,01/2022,5004,"קרנות השקעה אחרות בחו""ל",294031.69
408,01/2022,313,Warrants אופציות מסוג,35.98
408,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",1008.42
408,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-1586.4
408,01/2022,7281,לא סחירות long על מדדים כולל מניות OTC אופציות,367.22
408,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,21739.13
408,01/2022,9254,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מדד,5524.23
408,01/2022,95,הלוואות לעמיתים,125096.92
408,01/2022,7344,"כנגדם בטוחה מספקת, או משכנתא ראשונה על זכות  או התחייבות לרישום משכנתא שנרשם עליה  -BBB - תיקי משכנתאות בדירוג נמוך מ",65464.92
408,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,12412.11
408,01/2022,7491,הלוואות לא מובטחות,41593.15
408,01/2022,554,חייבים שונים,817.24
408,01/2022,555,זכאים (ירשם במינוס,-33.52
408,01/2022,5050,זכאים מס הכנסה,-294.95
