קופה,תקופה,קוד,נכס,כמות
119,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",4668.96
119,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",10459.56
119,01/2022,105,"פח""ק/פר""י",16250.39
119,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",110241.18
119,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",117888.8
119,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",17283.34
119,01/2022,304,"מק""מ",6782.82
119,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",929.91
119,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",3982.48
119,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,57460.85
119,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,21901.95
119,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",2379.48
119,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,6626.55
119,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,8657.0
119,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",3353.38
119,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,326.67
119,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,3357.17
119,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",169.24
119,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,8538.96
119,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,466.03
119,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",3353.09
119,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",2511.62
119,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,591.26
119,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",681.1
119,01/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",1289.78
119,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",10148.5
119,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",25265.55
119,01/2022,6221,"מניות השייכות למדד ת""א 25/35",41782.57
119,01/2022,6231,"מניות השייכות למדד ת""א 75/90",21350.77
119,01/2022,6241,מניות היתר,3983.28
119,01/2022,108,מניות לא סחירות,5748.24
119,01/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",4339.82
119,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",60203.06
119,01/2022,123,מניות לא סחירות בתאגיד חוץ,3498.2
119,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,6746.17
119,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",18038.86
119,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,39104.58
119,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",5417.42
119,01/2022,94,תעודת השתתפות בקרן נאמנות,79.17
119,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",23990.44
119,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,19417.04
119,01/2022,553,קרנות הון סיכון,2392.98
119,01/2022,5302,"קרנות נדל""ן",633.91
119,01/2022,552,קרנות השקעה אחרות,7264.38
119,01/2022,5005,"קרנות הון סיכון בחו""ל",11755.34
119,01/2022,7201,"קרנות גידור בחו""ל",4669.16
119,01/2022,5305,"קרנות נדל""ן בחו""ל",30365.41
119,01/2022,5004,"קרנות השקעה אחרות בחו""ל",54804.03
119,01/2022,313,Warrants אופציות מסוג,50.89
