קופה,תקופה,קוד,נכס,כמות
101,07/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",225166.28
101,07/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",97675.18
101,07/2022,105,"פח""ק/פר""י",147080.56
101,07/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",456372.52
101,07/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",1781510.84
101,07/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",222497.28
101,07/2022,304,"מק""מ",381314.86
101,07/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,657689.98
101,07/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,211455.07
101,07/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",10754.09
101,07/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,137703.94
101,07/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,195104.69
101,07/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",19377.98
101,07/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,17181.36
101,07/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,9689.71
101,07/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,114916.15
101,07/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,3317.75
101,07/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",1425.66
101,07/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",655.9
101,07/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,3324.79
101,07/2022,7141,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",9952.43
101,07/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",11223.56
101,07/2022,7150,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",25544.53
101,07/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",162921.81
101,07/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",40787.33
101,07/2022,7174,"או לא מדורגות -BBB - אגרות חוב לא סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",13708.2
101,07/2022,6221,"מניות השייכות למדד ת""א 25/35",128475.47
101,07/2022,6231,"מניות השייכות למדד ת""א 75/90",54292.73
101,07/2022,6241,מניות היתר,14670.8
101,07/2022,6251,מניות זרות הנסחרות בארץ,5403.95
101,07/2022,108,מניות לא סחירות,72334.38
101,07/2022,528,"מניות של חברות ישראליות שנסחרות בחו""ל",25345.78
101,07/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",72775.91
101,07/2022,123,מניות לא סחירות בתאגיד חוץ,439156.77
101,07/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,9231.68
101,07/2022,5904,"השקעות בתעודות סל שמחקות מדדי מניות בחו""ל",10427.99
101,07/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",137315.48
101,07/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,203689.59
101,07/2022,94,תעודת השתתפות בקרן נאמנות,304.75
101,07/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",84918.91
101,07/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,42910.84
101,07/2022,9211,תעודת השתתפות בקרנות נאמנות - אחר,24953.69
101,07/2022,553,קרנות הון סיכון,22088.21
101,07/2022,7191,קרנות גידור,53952.14
101,07/2022,5302,"קרנות נדל""ן",5115.1
101,07/2022,552,קרנות השקעה אחרות,140570.14
101,07/2022,5005,"קרנות הון סיכון בחו""ל",44643.37
101,07/2022,7201,"קרנות גידור בחו""ל",90473.07
101,07/2022,5305,"קרנות נדל""ן בחו""ל",100204.75
101,07/2022,5004,"קרנות השקעה אחרות בחו""ל",653828.23
101,07/2022,313,Warrants אופציות מסוג,91.95
101,07/2022,5279,אופציה מסוג Warrant,0.8
101,07/2022,7221,"בחו""ל Warrants כתבי אופציה לא סחירים מסוג",45.36
101,07/2022,7231,"לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",1043.64
101,07/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",8644.91
101,07/2022,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",1646.73
101,07/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",46197.24
101,07/2022,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-56.63
101,07/2022,7271,סחירים long אופציות על מדדים כולל מניות,17059.98
101,07/2022,7274,סחירים short אופציות על מדדים כולל מניות,-5375.6
101,07/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),164.1
101,07/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-39.79
101,07/2022,9281,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,11612.37
101,07/2022,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,2660.79
101,07/2022,8867,"ומעלה בחו""ל +BB בדירוג (Tranch) שכבת חוב",0.32
101,07/2022,95,הלוואות לעמיתים,132792.55
101,07/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",136514.08
101,07/2022,7347,ומעלה -AA הלוואות עם ערבות בנקאית בדירוג,196.41
101,07/2022,7354,-BBB -  הלוואות עם ערבות בנקאית בדירוג נמוך מ,83.98
101,07/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,476512.49
101,07/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,673012.46
101,07/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,4521.47
101,07/2022,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",235929.67
101,07/2022,7381,"הלוואות בחו""ל לא מובטחות",12261.45
101,07/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",2405.16
101,07/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,1810.78
101,07/2022,7407,ומעלה לתקופה של מעל שנה -AA פיקדונות לא צמודים בדירוג,2230.41
101,07/2022,5202,זכויות במקרקעין מניבים,154605.87
101,07/2022,5204,"זכויות במקרקעין מניבים בחו""ל",14303.7
101,07/2022,554,חייבים שונים,5921.53
101,07/2022,555,זכאים (ירשם במינוס,-26771.3
101,07/2022,5050,זכאים מס הכנסה,-748.41
