קופה,תקופה,קוד,נכס,כמות
242,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",28667.45
242,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",6807.95
242,01/2022,105,"פח""ק/פר""י",16656.12
242,01/2022,7001,"פק""מ לתקופה של עד שלושה חודשים",49285.69
242,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",6113.4
242,01/2022,5427,"יתרות מזומנים ועו""ש במטבע חוץ בחו""ל",4.04
242,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",74033.8
242,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",63676.55
242,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",9457.62
242,01/2022,304,"מק""מ",0.26
242,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",221.14
242,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",1672.31
242,01/2022,7033,ומעלה AA- תעודות חוב מסחריות לא צמודות בדירוג ,1.52
242,01/2022,7067,ומעלה AA- תעודות חוב מסחריות לא סחירות לא צמודות בדירוג,6.68
242,01/2022,7076,-BBB: +A תעודות חוב מסחריות לא סחירות לא צמודות ,3.34
242,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,76475.43
242,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,18080.09
242,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",626.76
242,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,18942.48
242,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,23966.1
242,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",4712.52
242,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,5369.8
242,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,6807.76
242,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",2668.65
242,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,9117.38
242,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,3032.71
242,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",245.9
242,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",4145.54
