קופה,תקופה,קוד,נכס,כמות
385,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",6215.93
385,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",17307.06
385,01/2022,105,"פח""ק/פר""י",35527.38
385,01/2022,7001,"פק""מ לתקופה של עד שלושה חודשים",223.53
385,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",1167.43
385,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",256111.55
385,01/2022,515,"אג""ח סחירות ממשלתיות לא צמודות",220677.39
385,01/2022,516,"אג""ח סחירות ממשלתיות לא צמודות בריבית משתנה",32532.39
385,01/2022,304,"מק""מ",0.08
385,01/2022,517,"אג""ח ממשלת ישראל שנסחרות בחו""ל",2582.22
385,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",2793.27
385,01/2022,7033,ומעלה AA- תעודות חוב מסחריות לא צמודות בדירוג ,0.44
385,01/2022,7067,ומעלה AA- תעודות חוב מסחריות לא סחירות לא צמודות בדירוג,1.95
385,01/2022,7076,-BBB: +A תעודות חוב מסחריות לא סחירות לא צמודות ,0.98
385,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,288710.09
385,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,61307.77
385,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",1875.95
385,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,50854.56
385,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,64341.38
385,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",12651.62
385,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,14416.22
385,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,18276.68
385,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",7164.49
385,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,19363.09
385,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,2132.52
385,01/2022,5532,"לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מט""ח בדירוג",396.52
385,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",6949.78
385,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",5190.54
385,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,867.11
385,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,518.15
385,01/2022,7141,"ומעלה -A אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",2803.66
385,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",2865.6
385,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",5661.83
