קופה,תקופה,קוד,נכס,כמות
124,01/2022,106,"יתרות מזומנים ועו""ש בשקלים חדשים",15180.9
124,01/2022,511,"יתרת מזומנים ועו""ש במטבע חוץ",181.22
124,01/2022,105,"פח""ק/פר""י",22426.29
124,01/2022,7001,"פק""מ לתקופה של עד שלושה חודשים",6104.76
124,01/2022,7010,"פיקדונות במט""ח לתקופה של עד שלושה חודשים",336.44
124,01/2022,513,"אג""ח ממשלתיות סחירות צמודות מדד",337119.29
124,01/2022,526,"אגרות חוב סחירות שהנפיקו ממשלות זרות בחו""ל",2369.78
124,01/2022,7067,ומעלה AA- תעודות חוב מסחריות לא סחירות לא צמודות בדירוג,130.67
124,01/2022,5501,לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,76061.02
124,01/2022,5503,לפחות (AA-) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,20432.89
124,01/2022,5502,"לפחות (AA-) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",824.33
124,01/2022,5507,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מדד בדירוג,14047.57
124,01/2022,5509,-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות לא צמודות בדירוג,12323.85
124,01/2022,5508,"-AA לא כולל(-BBB: -AA) אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג",113.11
124,01/2022,5513,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מדד בדירוג הנמוך מ,3177.36
124,01/2022,5515,או לא מדורגות -BBB אגרות חוב קונצרניות סחירות לא צמודות בדירוג הנמוך מ,916.51
124,01/2022,5514,"או לא מדורגות -BBB אגרות חוב קונצרניות סחירות צמודות מט""ח בדירוג הנמוך מ",352.26
124,01/2022,5531,לפחות (-AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג,37369.81
124,01/2022,5533,לפחות (-AA) אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג,1519.34
124,01/2022,5537,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג",7079.74
124,01/2022,5539,"-AA לא כולל, (-BBB; -AA) אגרות חוב קונצרניות לא סחירות לא צמודות  בדירוג",1350.55
124,01/2022,5549,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות צמודות מדד בדירוג הנמוך מ,17.45
124,01/2022,5551,או לא מדורגות -BBB אגרות חוב קונצרניות לא סחירות לא צמודות בדירוג הנמוך מ,1.19
124,01/2022,7144,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג",1530.85
124,01/2022,7147,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות ישראליות בחו""ל בדירוג הנמוך מ",2278.78
124,01/2022,7153,"-BBB: +BBB אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג",4474.56
124,01/2022,7156,"או לא מדורגות -BBB - אגרות חוב סחירות שהנפיקו חברות זרות בחו""ל בדירוג הנמוך מ",16551.6
124,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",8335.07
124,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",869.11
124,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",13517.18
124,01/2022,9211,תעודת השתתפות בקרנות נאמנות - אחר,2970.91
124,01/2022,7191,קרנות גידור,882.98
124,01/2022,552,קרנות השקעה אחרות,133.67
124,01/2022,5305,"קרנות נדל""ן בחו""ל",2197.73
124,01/2022,5004,"קרנות השקעה אחרות בחו""ל",6176.55
124,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",89.98
124,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",19.74
124,01/2022,7254,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח",10.42
124,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,945.47
124,01/2022,9247,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס ריבית,195.92
124,01/2022,95,הלוואות לעמיתים,5422.88
124,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,21796.72
124,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,21518.04
124,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,5530.87
124,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",-191.7
124,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,2544.74
124,01/2022,554,חייבים שונים,736.73
124,01/2022,555,זכאים (ירשם במינוס,-337.32
124,01/2022,5050,זכאים מס הכנסה,-9.31
